Country,Features,Region,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
        Argentina,installed capacity ,Central & South America,26.81015,28.028,28.237,28.461,28.655,28.716,28.71,29.579,31.474,32.622,33.038673,33.991648,35.181,39.701,37.907187,38.863104,38.628442,39.907742,42.201342,43.437,44.785,45.795
        Aruba,installed capacity ,Central & South America,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.236,0.266,0.3204,0.3204,0.3214,0.2899,0.2949,0.2959,0.2959,0.2959,0.2959,0.2959,0.2959,0.2959
        Barbados,installed capacity ,Central & South America,0.186,0.19,0.2095,0.2095,0.2095,0.2391,0.2391,0.2401,0.2401,0.2401,0.24,0.241,0.241,0.242,0.256,0.258,0.26902,0.28302,0.25602,0.29562,0.31062,0.31062
        Belize,installed capacity ,Central & South America,0.066,0.066,0.066,0.0883,0.0826,0.0875,0.0859,0.088,0.089,0.136,0.175,0.175,0.176,0.173,0.186,0.187,0.1955,0.2227,0.2227,0.20225,0.20425,0.20425
        Bolivia,installed capacity ,Central & South America,1.3409,1.2433,1.4019,1.32859,1.47119,1.42979,1.454,1.584,1.539,1.604,1.716,1.752,1.95,2.188,2.313,2.539,2.5765,2.7325,2.84292,3.839,3.85,4.028
        Brazil,installed capacity ,Central & South America,76.403,78.909,85.044,89.119,93.77465,96.621,100.712,104.339,107.702,112.164,120.582,126.041,130.787,138.246,146.156,154.087,164.544,172.169,178.681,187.631,195.035,204.999
        British Virgin Islands,installed capacity ,Central & South America,0.01,0.01,0.01,0.01,0.039,0.042,0.042,0.042,0.042,0.044,0.0451,0.0451,0.0451,0.0446,0.0446,0.0447,0.0447,0.0315,0.0327,0.0327,0.0337,0.0337
        Cayman Islands,installed capacity ,Central & South America,0.094,0.115,0.115,0.115,0.1274,0.11463,0.11463,0.124,0.1366,0.1526,0.151,0.15123,0.15,0.15,0.132,0.132,0.164,0.17,0.1709,0.1719,0.1739,0.1749
        Chile,installed capacity ,Central & South America,9.894,10.493,10.542,10.993,11.87,12.586,12.865,13.18,14.019,16.196,16.732,18.116,19.012,19.782,21.439,22.402,25.456,27.341462,28.298514,28.186801,30.453282,32.658282
        Colombia,installed capacity ,Central & South America,12.795,13.5426,13.86549,13.261,13.465,13.63698,13.67198,13.70698,14.0085,14.0485,14.8495,15.0975,15.06742,16.212979,17.197079,17.849079,17.85962,18.154587,19.047527,19.406009,19.26476,19.43476
        Costa Rica,installed capacity ,Central & South America,1.70981,1.72657,1.80355,1.9552,1.9802,1.99305,2.127,2.12,2.383,2.477,2.8869,2.9,2.772,2.814316,2.867916,3.144783,3.581783,3.603674,3.717941,3.692092,3.672954,3.737954
        Cuba,installed capacity ,Central & South America,4.4874,4.4119,3.9597,3.9608,3.9479,4.9518,5.6215,5.979,5.9512,6.1052,6.4133,6.4686,6.2177,6.3997,6.7026,6.846,6.9511,7.00016,7.218565,7.3636,7.5326,7.5586
        Dominica,installed capacity ,Central & South America,0.0205,0.0222,0.0209,0.0217,0.0354,0.0373,0.0379,0.04,0.03657,0.03936,0.04006,0.0401,0.04,0.04136,0.04236,0.04236,0.04279,0.0428,0.040485,0.042485,0.042485,0.042485
        Dominican Republic,installed capacity ,Central & South America,3.0805,5.0825,5.034,5.452,5.321,5.52861,5.528,3.5463,3.34686,3.36236,3.39236,4.9417,5.2404,5.338101,5.40684,5.231875,5.24852,5.17587,5.2566,5.7436,5.6896,5.8006
        Ecuador,installed capacity ,Central & South America,3.49854,3.13591,3.26763,3.30258,3.35869,3.62316,4.061,4.552,4.284,4.51815,4.88559,5.12596,5.19125,5.95019,6.24085,6.57044,8.74471,8.57993,8.98037,9.34019,9.35393,9.38637
        El Salvador,installed capacity ,Central & South America,1.0223,1.1293,1.0561,1.1063,1.1161,1.2508,1.3301,1.4738,1.5326,1.5821,1.6101,1.69575,1.74285,1.8527,1.889223,1.8621,1.9768,2.1818,2.31539,2.54456,2.67236,2.67036
        Falkland Islands,installed capacity ,Central & South America,0.0091,0.0091,0.0091,0.0091,0.0091,0.0091,0.0091,0.01,0.01,0.01,0.01,0.01,0.01,0.01092,0.01092,0.01099,0.01099,0.01099,0.01099,0.01099,0.01099,0.01099
        French Guiana,installed capacity ,Central & South America,0.17,0.255,0.242,0.242,0.242,0.242,0.242,0.242,0.2439,0.2469,0.2679,0.2779,ie,ie,ie,ie,ie,ie,ie,ie,ie,ie
        Grenada,installed capacity ,Central & South America,0.027,0.027,0.032,0.032,0.032,0.032,0.032,0.0322,0.04973,0.04835,0.04865,0.05003,0.04865,0.04935,0.04935,0.04923,0.05023,0.05203,0.05549,0.05549,0.05649,0.05649
        Guadeloupe,installed capacity ,Central & South America,0.455,0.457,0.461,0.4785,0.4812,0.4825,0.4865,0.4865,0.4435,0.4545,0.4693,0.4778,ie,ie,ie,ie,ie,ie,ie,ie,ie,ie
        Guatemala,installed capacity ,Central & South America,1.8577,1.8974,1.6982,2.1921,2.1661,2.3286,2.4197,2.7465,2.9405,2.755,2.7742,2.8417,2.87812,3.1831,3.39817,4.0428,4.53675,4.597194,4.629027,5.089938,5.184638,5.141638
        Guyana,installed capacity ,Central & South America,0.27649,0.27649,0.27649,0.27349,0.26218,0.27664,0.28714,0.28814,0.28814,0.3994,0.36587,0.36827,0.37272,0.389615,0.41148,0.419926,0.401195,0.389242,0.389243,0.378455,0.379955,0.379955
        Haiti,installed capacity ,Central & South America,0.26286,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.244,0.24,0.2665,0.2665,0.2669,0.3233,0.320507,0.333,0.33613,0.345,0.37101,0.47128,1.47128,1.47128
        Honduras,installed capacity ,Central & South America,0.8977,0.9472,1.1076,1.1158,1.1278,1.5858,1.608,1.6668,1.6748,1.7014,1.705201,1.7598,1.89168,1.91975,2.02436,2.416056,2.67777,2.860556,2.91532,2.99699,3.08579,3.09779
        Jamaica,installed capacity ,Central & South America,1.467,1.3811,1.42822,1.1326,1.1936,1.19159,1.192,1.192,0.8439,0.8469,0.8689,0.8699,0.9438,0.97713,0.97913,0.97913,1.06013,1.08813,1.09113,1.21613,1.21613,1.21613
        Martinique,installed capacity ,Central & South America,0.396,0.396,0.4,0.4,0.401,0.4011,0.4011,0.4011,0.4051,0.4191,0.4311,0.4531,ie,ie,ie,ie,ie,ie,ie,ie,ie,ie
        Montserrat,installed capacity ,Central & South America,0.01,0.01,0.01,0.01,0.01,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.0045,0.00622,0.00544,0.00544,0.00544,0.00544,0.00544,0.00544,0.00644
        Netherlands Antilles,installed capacity ,Central & South America,0.242,0.242,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.255,0.2552,0.2552,0.3897,0.3941,0.3989,0.4296,0.43529,0.38125,0.38669,0.39,0.391,0.391
        Nicaragua,installed capacity ,Central & South America,0.66932,0.6554,0.7138,0.7584,0.87621,0.89633,0.88455,0.95192,1.01306,1.10445,1.19629,1.24344,1.42711,1.42503,1.46217,1.48017,1.57247,1.65832,1.66072,1.823506,1.838506,1.838506
        Panama,installed capacity ,Central & South America,1.2581,1.2697,1.206,1.334,1.5937,1.6326,1.478,1.52,1.615,1.8,1.911,2.133,2.418,2.5203,2.8018,3.1447,3.3018,3.4675,3.8235,4.1299,4.15,4.341
        Paraguay,installed capacity ,Central & South America,7.4285,7.4161,7.4161,7.4161,7.4161,7.4161,8.116,8.136,8.136,8.816,8.816001,8.816005,8.816005,8.864175,8.864175,8.864175,8.849975,8.849975,8.849975,8.832557,8.832557,8.832557
        Peru,installed capacity ,Central & South America,6.10155,5.9411,5.97087,6.01041,6.05667,6.2832,6.7017,7.0877,7.2177,8.0617,8.2137,9.0497,9.3067,10.9297,10.281,10.899,13.822,14.595,14.907,15.119662,15.396662,15.341662
        Puerto Rico,installed capacity ,Central & South America,4.9028,4.9028,5.358,5.358,5.357425,5.402,5.493,5.515,5.457,5.841,6.033,6.034,6.2,6.23,6.235,6.369,6.406,6.437,5.974,6.3476,6.3986,6.5286
        Saint Kitts and Nevis,installed capacity ,Central & South America,0.05,0.052,0.052,0.052,0.052,0.052,0.049,0.0549,0.0549,0.055,0.0552,0.0572,0.0616,0.062,0.0636,0.0636,0.0646,0.0644,0.071,0.071,0.071,0.071
        Saint Lucia,installed capacity ,Central & South America,0.0664,0.0664,0.0664,0.0568,0.0568,0.0658,0.0658,0.076,0.076,0.076,0.076,0.076,0.0885,0.0885,0.0885,0.0894,0.0894,0.0894,0.0924,0.0924,0.0924,0.0924
        Saint Vincent/Grenadines,installed capacity ,Central & South America,0.0339,0.0339,0.0376,0.0366,0.04,0.0417,0.0417,0.0417,0.0417,0.041,0.041,0.0525,0.0526,0.0529,0.0516,0.0539,0.0544,0.049,0.046,0.0493,0.0493,0.0483
        Suriname,installed capacity ,Central & South America,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.4102,0.4663,0.467,0.537,0.5024,0.5035,0.5102,0.5328,0.5355,0.5427,0.5437,0.5337
        The Bahamas,installed capacity ,Central & South America,0.401,0.401,0.401,0.401,0.455,0.493,0.493,0.493,0.493,0.493,0.4933,0.5914,0.592,0.592,0.5765,0.5765,0.5765,0.5765,0.5765,0.5775,0.5775,0.5775
        Trinidad and Tobago,installed capacity ,Central & South America,1.4221,1.4224,1.4756,1.464,1.4644,1.4635,1.4277,1.4719,1.658,1.6583,1.77,2.222,2.496,2.499,2.504,2.50801,2.51101,2.51501,2.16201,2.12401,2.12401,2.12401
        Turks and Caicos Islands,installed capacity ,Central & South America,0.012,0.015,0.02,0.025,0.03,0.035,0.037,0.048,0.048,0.054,0.057,0.065,0.076,0.076,0.079,0.08203,0.08203,0.08219,0.08444,0.08444,0.086,0.086
        U.S. Virgin Islands,installed capacity ,Central & South America,0.323,0.323,0.323,0.323,0.323,0.323,0.323,0.323,0.323,0.323,0.323,0.3453,0.331,0.3171,0.3211,0.32495,0.32491,0.32111,0.32611,0.32611,0.32611,0.32601
        Uruguay,installed capacity ,Central & South America,2.19,2.18,2.184,2.183,2.057,2.061,2.26045,2.60745,2.7261,2.8199,2.9198,2.9408,3.1547,3.70145,4.126778,4.412866,4.3361,4.9701,5.3415,5.3516,5.3556,5.3556
        Venezuela,installed capacity ,Central & South America,21.233,21.318,20.577,20.577,22.124,22.135,22.215,22.54,23.1877,24.84616,26.1593,27.0103,29.02518,31.61539,31.79188,32.34514,33.25316,33.20816,33.20716,32.96318,32.95618,32.95618
        Algeria,distribution losses ,Africa,4.105,4.337,4.346,4.209,4.976,4.475,6.295,6.647,7.287,7.859,9.091,9.899,11.068,11.023,11.003,11.196,10.682,10.869,9.904,9.897,8.98001,8.770749362
        Angola,distribution losses ,Africa,0.211,0.238,0.258,0.288,0.59,0.662,0.39,0.431,0.416,0.474,0.627,0.637,0.699,0.926,1.068,1.078,1.167,1.207373,1.447861,1.741409,1.845236,1.868901294
        Benin,distribution losses ,Africa,0.059,0.087,0.098,0.107,0.114,0.113,0.126,0.125,0.14,0.208,0.207,0.204,0.212,0.229,0.232,0.277,0.288,0.297,0.295489,0.363,0.346,0.361714286
        Botswana,distribution losses ,Africa,0.164,0.11,0.117,0.19,0.171,0.214,0.29,0.343,0.327,0.381,0.333,0.434,0.393,0.34,0.255,0.529,0.564,0.579,0.509,0.631,0.667,0.667
        Burkina Faso,distribution losses ,Africa,0.049,0.064,0.057,0.069,0.0764,0.082,0.0849,0.103,0.095,0.102,0.1031,0.1148,0.1354,0.1578,0.1745,0.1832,0.1832,0.2235,0.219,0.1614,0.18,0.18
        Burundi,distribution losses ,Africa,0,0.025,0.03,0.029,0.027,0.028,0.025,0.03,0.032,0.034,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.040009672
        Cabo Verde,distribution losses ,Africa,0.0208,0.03728,0.03074,0.035624,0.040585,0.040883,0.054069,0.06776,0.07656,0.07706,0.08443,0.08903,0.09726,0.10214,0.10277,0.1044,0.1178,0.1305,0.1261,0.1272,0.13,0.135423643
        Cameroon,distribution losses ,Africa,0.761,0.909,0.763,0.877,0.79,0.698,0.629,0.49,0.538,0.54,0.58,1.091,1.602,1.879,2.114,1.663,1.693,1.79,1.805,1.864,1.981,1.981
        Central African Republic,distribution losses ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
        Chad,distribution losses ,Africa,0.00665,0.007,0.00749,0.00805,0.00854,0.00903,0.0091,0.00903,0.0105,0.01464,0.016,0.01744,0.03525,0.04035,0.0429,0.0435,0.0441,0.04485,0.04545,0.0462,0.0462,0.04885
        Comoros,distribution losses ,Africa,0.008062,0.008618,0.009174,0.00973,0.012204,0.013204,0.013927,0.01301,0.011954,0.012899,0.01768,0.015957,0.016235,0.015595,0.014594,0.014706,0.016235,0.025258,0.027364,0.03012,0.035,0.036505214
        Congo-Brazzaville,distribution losses ,Africa,0.259,0.294,0.378,0.367,0.431,0.426,0.393,0.37,0.354,0.379,0.466,0.671,0.757,0.814,0.827,1.234,1.362,1.324,1.384,1.623,1.713,1.807285714
        Congo-Kinshasa,distribution losses ,Africa,0.177,0.162,0.329,0.2,1.012,0.834,0.477,0.382,0.824,0.384,0.392,0.561,0.43,0.466,1.895,1.26,1.216,1.443,1.291,2.141,2.31,2.31
        Cote d'Ivoire,distribution losses ,Africa,0.699,0.658,0.685,0.691,0.985,1.132,1.182,1.272,1.365,1.365,1.204,1.365,1.366,1.68,1.187,1.744,2.098,1.627,1.874,1.956,1.737,1.737
        Djibouti,distribution losses ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0.12,0.12,0.12
        Egypt,distribution losses ,Africa,10.75,10.905,11.281,10.76,12.315,12.604,12.563,13.119,13.034,13.34,14.918,13.328,18.305,24.224,20.724,29.409,38.825,34.012319,34.502421,34.038662,33.1165,33.1165
        Equatorial Guinea,distribution losses ,Africa,0.005,0.009,0.009,0.01,0.012,0.029,0.038,0.046,0.056,0.064,0.071,0.078,0.073,0.084,0.124,0.146,0.158,0.150626,0.138036,0.149492,0.140835,0.148180357
        Eritrea,distribution losses ,Africa,0.038,0.039,0.043,0.044,0.048,0.046,0.037,0.043,0.045,0.035,0.039,0.043,0.037,0.026,0.027,0.03,0.035,0.042301,0.044611,0.046054,0.047589,0.047983383
        Eswatini,distribution losses ,Africa,0.124,0.127,0.153,0.156,0.14,0.169,0.166,0.166,0.171,0.168,0.161,0.175,0.169,0.171,0.181,0.172,0.198,0.1224,0.1838,0.193,0.1453,0.169499989
        Ethiopia,distribution losses ,Africa,0.167,0.201,0.204,0.23,0.254,0.285,0.327,0.355,0.484,0.717,1.135,1.552,1.74,1.655,2.149,2.085,2.597,2.945,3.171,3.282646,3.382708,3.403263413
        Gabon,distribution losses ,Africa,0.234,0.246,0.261,0.268,0.272,0.296,0.31,0.306,0.334,0.362,0.377,0.404,0.424,0.453,0.449,0.474,0.488,0.431156,0.469021,0.40552,0.50462,0.481838177
"        Gambia, The",distribution losses ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691,0.0698,0.07,0.070005297
        Ghana,distribution losses ,Africa,1.616,1.154,1.752,1.591,1.601,1.627,1.692,1.553,1.844,2.088,1.923,1.587,1.43505,1.661169,1.739,0.6129,0.8761,0.8053,1.1916,1.1837,1.2856,1.247264737
        Guinea,distribution losses ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0.2871,0.3029,0.3,0.297085577
        Guinea-Bissau,distribution losses ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.006,0.006,0.006000214
        Kenya,distribution losses ,Africa,0.867,0.945,1.053,0.941,0.96,1.024,1.096,1.11,1.062,1.057,1.068,1.18,1.404,1.476,1.693,1.642,1.965,1.9375,2.4445,2.7505,2.7907,2.91175
        Lesotho,distribution losses ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0.115,0.1299,0.13,0.129993997
        Liberia,distribution losses ,Africa,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.024,0.024,0.024,0.0285,0.0325,0.0325,0.0325,0.0325,0.033,0.042,0.042,0.042,0.043,0.048,0.049122161
        Libya,distribution losses ,Africa,3.592,3.833,2.198,2.375,2.542,2.842,2.462,3.546,9.494,11.069,11.641,8.197,6.521,7.215,7.186,7.127,6.327,6.683,6.893,6.985,5.95,6.18792457
        Madagascar,distribution losses ,Africa,0.033,0.038,0.039,0.045,0.046,0.047,0.045,0.053,0.05,0.062,0.069,0.077,0.084,0.094,0.097,0.103,0.108,0.110485,0.104321,0.131024,0.113898,0.137314403
        Malawi,distribution losses ,Africa,0.116,0.118,0.123,0.126,0.139,0.146,0.149,0.152,0.169,0.184,0.1726,0.18455,0.433,0.37568,0.31479,0.39417,0.2477,0.45941,0.3886,0.434,0.46,0.46
        Mali,distribution losses ,Africa,0.122,0.134,0.158,0.167,0.18,0.189,0.199,0.222,0.218,0.235,0.267,0.275,0.257,0.318,0.339,0.288,0.307,0.318,0.356,0.36,0.36,0.36
        Mauritania,distribution losses ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.225,0.217,0.22,0.22
        Mauritius,distribution losses ,Africa,0.16,0.172,0.175,0.187,0.194,0.204,0.199,0.213,0.216,0.198,0.194,0.194,0.191,0.184,0.182,0.177,0.172,0.187,0.1824,0.1824,0.143,0.143
        Morocco,distribution losses ,Africa,1.081,1.298,1.656,1.543,1.597,1.216,1.266,1.415,2.018,2.287,2.678,2.674,3.214,4.915,5.197,5.515,5.653,6.066,6.114238,6.677815,6.770615,6.739186637
        Mozambique,distribution losses ,Africa,0.979,1.261,1.349,1.388,1.641,1.629,2.075,2.331,2.244,2.443,2.457,2.456,2.243,2.647,2.612,2.596,2.492,2.603,2.663,2.768,2.768,2.746750397
        Namibia,distribution losses ,Africa,0.204,0.22,0.23,0.216,0.149,0.384,0.352,0.358,0.323,0.256,0.33,0.361,0.428,0.371,0.546,0.34,0.492,0.450697,0.342105,0.274306,0.308038,0.324825546
        Niger,distribution losses ,Africa,0.039,0.038,0.031,0.052,0.059,0.067,0.08,0.098,0.09,0.115,0.114,0.138,0.158,0.149,0.185,0.209,0.123,0.203377,0.294718,0.312884,0.329513,0.330214979
        Nigeria,distribution losses ,Africa,2.945,3.092,4.309,4.037,4.855,4.708,4.622,3.447,3.167,2.967,3.918,4.055,4.309,4.336,4.838,4.971,5.476,4.832235,5.00658,4.96567,4.864361,4.862295198
        Reunion,distribution losses ,Africa,0.13587,0.14686,0.14532,0.15155,0.16723,0.17493,0.17738,0.18102,0.18816,0.19453,0.1995,0.20251,ie,ie,ie,ie,ie,ie,ie,ie,ie,ie
        Rwanda,distribution losses ,Africa,0.052,0.054,0.06,0.06,0.052,0.056,0.066,0.066,0.074,0.075,0.074,0.086,0.098,0.094,0.103,0.124,0.152,0.129604,0.152945,0.167125,0.18388,0.1923
        Saint Helena,distribution losses ,Africa,0.00056,0.00058,0.0006,0.00062,0.00064,0.00065,0.00066,0.0008,0.00062,0.0004,0.0007,0.0008,0.0007,0.001541,0.00207,0.002167,0.002167,0.001838,0.00089,0.001688,0.001686,0.001686
        Sao Tome and Principe,distribution losses ,Africa,0.0078,0.0079,0.0095,0.0101,0.0118,0.0129,0.013,0.013,0.0135,0.0145,0.0153,0.0156,0.016,0.016,0.0146,0.0121,0.0117,0.012,0.0118,0.0119,0.0119,0.011882903
        Senegal,distribution losses ,Africa,0.599,0.642,0.529,0.804,0.747,0.767,0.623,0.505,0.85,0.485,0.504,0.495,0.562,0.593,0.599,0.631,0.67,0.671516,0.671849,0.672,0.672,0.672
        Seychelles,distribution losses ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297,0.03,0.03,0.03,0.03
        Sierra Leone,distribution losses ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.072,0.077,0.077,0.077
        Somalia,distribution losses ,Africa,0,0.011,0.011,0.014,0.014,0.024,0.03,0.031,0.03,0.032,0.032,0.033,0.03485,0.03685,0.03701,0.03718,0.0432,0.04698,0.01725,0.01625,0.01522,0.015316857
        South Africa,distribution losses ,Africa,17.053,16.251,13.82,19.131,24.105,20.56,21.869,22.017,22.465,24.28,24.468,21.998,22.221,21.488,20.94,19.895,21.399,21.429,22.737,22.904,25.892,25.92239186
        South Sudan,distribution losses ,Africa,--,--,--,--,--,--,--,--,--,--,--,--,0.026,0.027,0.028,0.027,0.023,0.023742,0.022006,0.022374,0.022418,0.02241623
        Sudan,distribution losses ,Africa,0.315,0.879,0.746,0.809,0.95,0.784,1.045,1.177,1.207,1.423,1.448,1.737,1.794,2.365,2.502,2.87,3.03,3.14,3.0277,3.250027,3.2,3.353928571
        Tanzania,distribution losses ,Africa,0.547,0.675,0.464,0.232,0.4,0.544,0.924,0.917,0.827,1.686,1.046,1.159,1.048,1.14,1.135,1.12,1.119,1.138,0.94656,1.04914,1.11,1.09098
        Togo,distribution losses ,Africa,0.036,0.0823,0.0774,0.0876,0.087,0.102,0.1012,0.1207,0.1335,0.1381,0.1616,0.1626,0.1642,0.1831,0.1856,0.1838,0.1884,0.121,0.197,0.209503,0.2,0.2
        Tunisia,distribution losses ,Africa,1.117,1.262,1.258,1.389,1.543,1.707,1.769,1.87,1.974,1.882,1.874,2.255,2.737,2.707,2.842,3.166,3.052,3.507,3.584,3.641,3.725,3.864714286
        Uganda,distribution losses ,Africa,0.623,0.621,0.67,0.703,0.749,0.763,0.639,0.794,0.907,0.876,0.962,0.849,0.919,0.947,0.981,0.822,0.913,1.05165,1.02892,1.15727,1.126898,1.126898
        Western Sahara,distribution losses ,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Zambia,distribution losses ,Africa,0.247,0.275,0.304,0.332,0.334,0.448,0.564,1.197,2.127,1.802,1.848,2.73,0.945,1.139,2.162,1.276,1.903,1.622298,1.672846,1.610374267,2.099272,2.195103459
        Zimbabwe,distribution losses ,Africa,1.422,1.574,2.097,1.444,1.473,1.58,1.274,1.219,0.967,1.234,1.693,1.611,1.765,1.702,1.648,1.653,1.596,1.728908,1.747814,1.552412,1.444983,1.444983
        Armenia,distribution losses ,Eurasia,1.512,1.502,1.414,1.24,0.956,1.001,0.779,0.7754,0.892,0.843,0.73,0.904,0.981,0.949,0.929,0.812,0.706,0.668,0.611,0.548,0.565,0.565
        Azerbaijan,distribution losses ,Eurasia,2.77,2.56,3.814,3.459,2.762,4.031,3.775,3.432,3.163,4.1,3.83,3.973,3.368,3.281,3.363,2.869,2.35,2.251,2.2198,2.226,2.042,0.16
        Belarus,distribution losses ,Eurasia,3.41,3.455,3.406,3.45,3.578,3.634,3.841,3.724,3.714,3.487,3.774,3.412,3.406,3.342,3.187,2.916,2.876,2.872,2.835,2.711,2.736,2.734984716
        Former U.S.S.R.,distribution losses ,Eurasia,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Georgia,distribution losses ,Eurasia,1.249,0.845,1.208,1.157,1.079,1.134,1.038,1.07,1.095,1.081,1.103,1.142,1.094,0.805,0.6,0.711,0.784,0.904,0.886,0.9182,0.888,0.860015237
        Kazakhstan,distribution losses ,Eurasia,7.167,6.472,5.859,6.208,6.838,6.946,6.651,7.191,7.114,6.472,6.633,6.367,7.142,11.174,7.082,5.174,5.342,6.411,6.569,9.689,6.746,7.050466667
        Kyrgyzstan,distribution losses ,Eurasia,3.791,4.674,4.428,4.12,4.575,5.135,4.662,4.583,3.69,2.758,2.915,3.389,3.361,2.841,3.458,2.668,2.655,2.844,2.814,2.514,2.745,2.741749705
        Moldova,distribution losses ,Eurasia,0.907,0.879,0.383,0.296,0.489,0.473,0.493,0.506,0.63,0.45,0.468,0.453,0.446,0.431,0.481,0.393,0.428,0.429,0.441,0.425,0.42,0.42
        Russia,distribution losses ,Eurasia,101.641,105.49,107.576,110.503,112.591,112.587,107.589,104.855,109.24,106.792,104.933,105.002,106.667,106.994,106.567,106.553,107.247,105.261,103.119,99.077,95.572,95.572
        Tajikistan,distribution losses ,Eurasia,2.143,2.189,2.331,2.527,2.455,2.746,2.745,2.954,2.985,2.099,2.33,2.271,2.445,2.528,2.804,2.67,2.746,2.884,2.878,2.429,2.549,2.621133333
        Turkmenistan,distribution losses ,Eurasia,1.401,1.491,1.499,1.468,1.627,1.772,1.821,1.948,2.073,2.091,2.129,2.187,2.232,2.382,2.544,2.892,2.892,2.892,2.892,2.892,2.892,2.9685
        Ukraine,distribution losses ,Eurasia,30.964,34.059,33.492,32.079,27.312,24.797,23.888,22.952,22.363,20.692,21.695,21.261,21.421,20.714,19.615,17.442,16.626,16.787,16.9958,16.4341,15.44535,14.84230357
        Uzbekistan,distribution losses ,Eurasia,4.335,7.359,8.109,8.591,9.105,8.052,6.625,6.559,7.399,7.668,8.983,8.813,8.668,9.172,9.195,9.018,9.102,9.831,3.746,3.858,3.89,3.893387679
        Albania,distribution losses ,Europe,2.073,1.889,1.297,2.091,1.968,0.628,2.489,2.085,1.19884,1.25041,1.12132,1.07628,1.1193,1.95349,1.11907,1.25,1.9859,1.276047,1.1557,1.08183,0.93263,0.999072126
        Austria,distribution losses ,Europe,3.216,3.705,3.184,3.307,3.427,3.432,3.349,3.473,3.448,3.582,3.350899,3.470055,3.528233,3.541171,3.409874,3.466995,3.339002,3.459036,3.3359859,3.3045379,3.191822,3.2357993
        Belgium,distribution losses ,Europe,3.789,3.886,3.772,3.757,3.751,3.856,3.965,3.972,4.021,3.937,4.149,3.964,4.114,3.957,3.785,3.816,3.881,3.8493,3.7817,3.5902,3.4549,3.5741
        Bosnia and Herzegovina,distribution losses ,Europe,1.749,1.781,1.806,1.93,2.043,2.227,2.222,2.218,1.966,1.875,1.602,1.549,1.496,1.448,1.322,1.394,1.358,1.347,1.349,1.257,1.23,1.159142857
        Bulgaria,distribution losses ,Europe,6.29,6.135,6.181,6.026,5.092,4.883,4.907,4.692,4.669,4.512,4.48,4.396,4.231,3.895,4.013,3.785,3.577,3.476,3.101884,2.767,2.595,2.429857143
        Croatia,distribution losses ,Europe,2.036,2.461,2.077,2.543,2.224,2.131,1.909,2.026,1.706,2.019,2.022,1.831,1.887,1.944,1.764,1.802,1.807,1.765,1.824,1.659,1.725,1.787671057
        Cyprus,distribution losses ,Europe,0.188,0.233,0.167,0.159,0.213,0.164,0.221,0.215,0.153,0.189,0.22,0.16,0.137,0.186,0.173,0.215,0.263,0.228,0.158187,0.184,0.24,0.218524434
        Czechia,distribution losses ,Europe,4.956,4.91,4.858,5.087,5.084,5.027,4.885,4.915,4.662,4.487,4.465999,4.405,4.187,4.097999,3.847,4.066999,4.08,4.374745,4.2693832,4.2999692,4.117,3.651
        Denmark,distribution losses ,Europe,2.104,2.375,2.091,2.049,1.81,1.527,1.568,1.947,2.175,2.365,2.624001,2.201001,2.149999,1.913998,1.973999,1.765406,1.87268,1.658616,2.088775,1.606065,1.061193,1.076
        Estonia,distribution losses ,Europe,1.241,1.364,1.26,1.192,1.112,1.103,1.077,1.354,1.13,0.886,1.047,0.949001,0.879002,0.902999,0.842,0.697001,0.722999,0.779,0.7439999,0.5555151,0.5295132,0.44
        Faroe Islands,distribution losses ,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.02316,0.025,0.025229182
